id,sourceIndex,decision,practicePool,keeperId,section,domain,skill,topic,correctAnswer,explanationWords,distractorCount,issues,warnings,depthFlags
antigravity-1600-20e2386a,3234,reviewed_core,core_pool,,Math,Advanced Math,Equivalent expressions,rational expression rewrite,C,156,3,,,
antigravity-1600-706ee1a4,3235,reviewed_core,core_pool,,Math,Advanced Math,Equivalent expressions,rational expression rewrite,B,156,3,,,
antigravity-1600-58752b90,3236,reviewed_core,core_pool,,Math,Advanced Math,Equivalent expressions,rational expression rewrite,D,156,3,,,
antigravity-1600-19ce7ba6,3237,reviewed_core,core_pool,,Math,Advanced Math,Equivalent expressions,rational expression rewrite,A,156,3,,,
antigravity-1600-045c7c62,3238,reviewed_remedial,remedial_pool,,Math,Advanced Math,Equivalent expressions,rational expression rewrite,C,156,3,,,
antigravity-1600-e5be4bfb,3239,reviewed_remedial,remedial_pool,,Math,Advanced Math,Equivalent expressions,rational expression rewrite,C,156,3,,,
antigravity-1600-264a0ea9,3240,reviewed_core,core_pool,,Math,Advanced Math,Equivalent expressions,rational expression rewrite,A,156,3,,,
antigravity-1600-43333c26,3241,reviewed_remedial,remedial_pool,,Math,Advanced Math,Equivalent expressions,rational expression rewrite,A,156,3,,,
antigravity-1600-263010fe,3242,reviewed_remedial,remedial_pool,,Math,Advanced Math,Equivalent expressions,rational expression rewrite,B,156,3,,,
antigravity-1600-78fafa2f,3243,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-706ee1a4,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-33616075,3244,reviewed_remedial,remedial_pool,,Math,Advanced Math,Equivalent expressions,rational expression rewrite,D,156,3,,,
antigravity-1600-ae1a52a9,3245,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-33616075,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-bc8e57f7,3246,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-cd35df6e,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-747f329a,3247,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-a74beddd,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-bc4578cb,3248,reviewed_remedial,remedial_pool,,Math,Advanced Math,Equivalent expressions,rational expression rewrite,B,156,3,,,
antigravity-1600-819da65f,3249,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-19ce7ba6,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-61aa2c11,3250,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-045c7c62,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-a22fa7a9,3251,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-33616075,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-74f217e7,3252,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-264a0ea9,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-8f51280c,3253,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-bc4578cb,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-ce55dffc,3254,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-e5be4bfb,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-ff287b63,3255,reviewed_remedial,remedial_pool,,Math,Advanced Math,Equivalent expressions,rational expression rewrite,A,156,3,,,
antigravity-1600-580519aa,3256,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-bc4578cb,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-699510c3,3257,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-e5be4bfb,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-c33dc62c,3258,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-a74beddd,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-5ee85df5,3259,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-ff287b63,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-8c701957,3260,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-cd35df6e,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-0f6d98fa,3261,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-264a0ea9,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-e3e8fc63,3262,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-263010fe,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-31360bfb,3263,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-bc4578cb,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-549e2194,3264,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-20e2386a,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-a3de8d0e,3265,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-19ce7ba6,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-a0e0de99,3266,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-2854210a,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-21ad1b4c,3267,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-e5be4bfb,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-2f5886a5,3268,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-045c7c62,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-0237ecc6,3269,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-ff287b63,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-cf59054c,3270,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-264a0ea9,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-b7d61eb4,3271,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-33616075,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-47b86176,3272,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-263010fe,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-da80ae45,3273,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-20e2386a,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-a2df77e1,3274,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-045c7c62,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-98d3e518,3275,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-264a0ea9,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-2fc98bf0,3276,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-045c7c62,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-419efc36,3277,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-bc4578cb,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-c1647318,3278,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-264a0ea9,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-0b9714c8,3279,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-264a0ea9,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-6e8f74b6,3280,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-a74beddd,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-f31b0b58,3281,reviewed_core,core_pool,,Math,Advanced Math,Equivalent expressions,polynomial remainder theorem,C,141,3,,,
antigravity-1600-a9278a81,3282,reviewed_core,core_pool,,Math,Advanced Math,Equivalent expressions,polynomial remainder theorem,D,141,3,,,
antigravity-1600-29afe3f4,3283,reviewed_core,core_pool,,Math,Advanced Math,Equivalent expressions,polynomial remainder theorem,C,141,3,,,
antigravity-1600-fbbb3433,3284,reviewed_core,core_pool,,Math,Advanced Math,Equivalent expressions,polynomial remainder theorem,B,141,3,,,
antigravity-1600-5ae41adc,3285,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-29afe3f4,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-67c5549b,3286,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-fbbb3433,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-5bb9b043,3287,reviewed_core,core_pool,,Math,Advanced Math,Equivalent expressions,polynomial remainder theorem,D,141,3,,,
antigravity-1600-48119467,3288,reviewed_core,core_pool,,Math,Advanced Math,Equivalent expressions,polynomial remainder theorem,B,141,3,,,
antigravity-1600-97134a8a,3289,reviewed_core,core_pool,,Math,Advanced Math,Equivalent expressions,polynomial remainder theorem,C,141,3,,,
antigravity-1600-89d8b3d5,3290,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-97134a8a,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-b117961e,3291,reviewed_core,core_pool,,Math,Advanced Math,Equivalent expressions,polynomial remainder theorem,C,141,3,,,
antigravity-1600-0fc719d7,3292,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-97134a8a,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-bc506e66,3293,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-a9278a81,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-2217adf0,3294,reviewed_core,core_pool,,Math,Advanced Math,Equivalent expressions,polynomial remainder theorem,D,141,3,,,
antigravity-1600-124619b9,3295,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-97134a8a,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-554fd0ef,3296,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-fbbb3433,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-e5fa7b01,3297,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-f31b0b58,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-f55da068,3298,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-b117961e,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-9b105f08,3299,reviewed_core,core_pool,,Math,Advanced Math,Equivalent expressions,polynomial remainder theorem,C,141,3,,,
antigravity-1600-37599c1b,3300,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-f31b0b58,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-c8bdba46,3301,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-29afe3f4,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-85b2360e,3302,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-2217adf0,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-d07ad544,3303,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-48119467,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-4d6daf0a,3304,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-a9278a81,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-b73d6128,3305,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-a9278a81,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-b5e2927c,3306,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-29afe3f4,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-d7ed72ac,3307,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-fbbb3433,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-78b17354,3308,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-2217adf0,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-57390b6d,3309,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-97134a8a,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-cf51ac4b,3310,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-48119467,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-bfab69b6,3311,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-b117961e,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-0f22e996,3312,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-2217adf0,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-29a2a0bd,3313,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-f31b0b58,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-56cc28e7,3314,reviewed_core,core_pool,,Math,Advanced Math,Equivalent expressions,polynomial remainder theorem,B,141,3,,,
antigravity-1600-d0a127a3,3315,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-2217adf0,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-a48b0f68,3316,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-f31b0b58,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-2404dc5e,3317,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-2217adf0,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-d1bb9975,3318,reviewed_core,core_pool,,Math,Advanced Math,Equivalent expressions,polynomial remainder theorem,D,141,3,,,
antigravity-1600-687ecf83,3319,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-d1bb9975,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-673a5a92,3320,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-2217adf0,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-b9148b92,3321,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-d1bb9975,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-8f9efb5d,3322,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-97134a8a,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-2fe5b45c,3323,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-29afe3f4,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-d2712c0f,3324,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-5bb9b043,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-49f1d8d8,3325,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-9b105f08,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-a780effe,3326,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-48119467,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-82b9a868,3327,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-29afe3f4,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-c86da3c8,3328,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-97134a8a,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-eb6579f2,3329,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-97134a8a,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-4a0368cc,3330,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-48119467,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-5024a493,3331,reviewed_core,core_pool,,Math,Algebra,Systems of two linear equations in two variables,linear system no-solution condition,C,184,3,,,
antigravity-1600-fd18b660,3332,reviewed_core,core_pool,,Math,Algebra,Systems of two linear equations in two variables,linear system no-solution condition,D,184,3,,,
antigravity-1600-195a7ca9,3333,reviewed_core,core_pool,,Math,Algebra,Systems of two linear equations in two variables,linear system no-solution condition,D,184,3,,,
antigravity-1600-b6ba1df7,3334,reviewed_core,core_pool,,Math,Algebra,Systems of two linear equations in two variables,linear system no-solution condition,B,184,3,,,
antigravity-1600-a91d9914,3335,reviewed_remedial,remedial_pool,,Math,Algebra,Systems of two linear equations in two variables,linear system no-solution condition,D,184,3,,,
antigravity-1600-269b2cae,3336,reviewed_remedial,remedial_pool,,Math,Algebra,Systems of two linear equations in two variables,linear system no-solution condition,D,184,3,,,
antigravity-1600-93d3f484,3337,reviewed_core,core_pool,,Math,Algebra,Systems of two linear equations in two variables,linear system no-solution condition,B,184,3,,,
antigravity-1600-4e44f296,3338,reviewed_remedial,remedial_pool,,Math,Algebra,Systems of two linear equations in two variables,linear system no-solution condition,B,184,3,,,
antigravity-1600-a568c3af,3339,reviewed_core,core_pool,,Math,Algebra,Systems of two linear equations in two variables,linear system no-solution condition,A,184,3,,,
antigravity-1600-ebda0bc5,3340,reviewed_remedial,remedial_pool,,Math,Algebra,Systems of two linear equations in two variables,linear system no-solution condition,B,184,3,,,
antigravity-1600-56b46896,3341,reviewed_core,core_pool,,Math,Algebra,Systems of two linear equations in two variables,linear system no-solution condition,C,184,3,,,
antigravity-1600-dabad253,3342,reviewed_core,core_pool,,Math,Algebra,Systems of two linear equations in two variables,linear system no-solution condition,A,184,3,,,
antigravity-1600-31d5e75f,3343,reviewed_remedial,remedial_pool,,Math,Algebra,Systems of two linear equations in two variables,linear system no-solution condition,C,184,3,,,
antigravity-1600-bc87264c,3344,reviewed_remedial,remedial_pool,,Math,Algebra,Systems of two linear equations in two variables,linear system no-solution condition,D,184,3,,,
antigravity-1600-9295d5f5,3345,reviewed_remedial,remedial_pool,,Math,Algebra,Systems of two linear equations in two variables,linear system no-solution condition,B,184,3,,,
antigravity-1600-1f58b2a3,3346,reviewed_remedial,remedial_pool,,Math,Algebra,Systems of two linear equations in two variables,linear system no-solution condition,A,184,3,,,
antigravity-1600-49dd3533,3347,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-195a7ca9,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-1a6713ab,3348,reviewed_remedial,remedial_pool,,Math,Algebra,Systems of two linear equations in two variables,linear system no-solution condition,B,184,3,,,
antigravity-1600-127e852e,3349,reviewed_remedial,remedial_pool,,Math,Algebra,Systems of two linear equations in two variables,linear system no-solution condition,C,184,3,,,
antigravity-1600-af0fb7a6,3350,reviewed_remedial,remedial_pool,,Math,Algebra,Systems of two linear equations in two variables,linear system no-solution condition,A,184,3,,,
antigravity-1600-84ef1e84,3351,reviewed_remedial,remedial_pool,,Math,Algebra,Systems of two linear equations in two variables,linear system no-solution condition,A,184,3,,,
antigravity-1600-5ae6433c,3352,reviewed_remedial,remedial_pool,,Math,Algebra,Systems of two linear equations in two variables,linear system no-solution condition,A,184,3,,,
antigravity-1600-eab95914,3353,reviewed_remedial,remedial_pool,,Math,Algebra,Systems of two linear equations in two variables,linear system no-solution condition,A,184,3,,,
antigravity-1600-0ecb6fef,3354,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-a91d9914,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-d5525d3e,3355,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-4e44f296,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-12016e2f,3356,reviewed_core,core_pool,,Math,Algebra,Systems of two linear equations in two variables,symmetric linear system,C,155,3,,,
antigravity-1600-84b8925c,3357,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-12016e2f,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-258574e2,3358,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-12016e2f,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-31b6fd53,3359,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-12016e2f,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-7af08889,3360,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-12016e2f,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-735cb40b,3361,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-12016e2f,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-daaf700f,3362,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-12016e2f,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-c1a04768,3363,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-12016e2f,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-da4300e1,3364,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-12016e2f,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-f6b7039d,3365,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-12016e2f,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-a8411c7b,3366,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-12016e2f,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-3abea84e,3367,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-12016e2f,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-2fbee04a,3368,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-12016e2f,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-12548ce9,3369,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-12016e2f,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-cf0b298c,3370,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-12016e2f,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-4e4086e6,3371,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-12016e2f,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-3cc96410,3372,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-12016e2f,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-092d2e62,3373,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-12016e2f,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-6cf75d2f,3374,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-12016e2f,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-25157433,3375,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-12016e2f,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-3d016740,3376,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-12016e2f,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-22df1972,3377,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-12016e2f,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-6c847995,3378,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-12016e2f,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-90b420e4,3379,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-12016e2f,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
antigravity-1600-895acf7b,3380,hidden_exact_duplicate,hidden_duplicate,antigravity-1600-12016e2f,,,,,,,,exact_duplicate_prompt_within_new_antigravity_1600_batch,,
